Id,Symbol,ScientificName,ScientificNameComponents,CommonName,Group,RankId,Rank,Durations,GrowthHabits,NativeStatuses,MapCoordinates,PlantsDistributionResults,AcceptedId,OtherCommonNames,HasSynonyms,Ancestors,HasSubordinateTaxa,SubordinateTaxa,HasWildlife,Wildlife,HasWetlandData,WetlandData,HasImages,HasRelatedLinks,RelatedLinks,HasLegalStatuses,LegalStatuses,HasNoxiousStatuses,NoxiousStatuses,HasDocumentation,HasDistributionData,Documentation,PlantNotes,NumImages,ProfileImageFilename,ImageId,HasInvasiveStatuses,InvasiveStatuses,ProtectedStatuses,PlantGuideUrls,FactSheetUrls,HasCharacteristics,PlantLocationId,Characteristics,HasEthnobotany,Ethnobotanies,HasPollinator,Pollinators,ScientificSort,characteristics/0/Active Growth Period,characteristics/0/Bloat,characteristics/0/C:N Ratio,characteristics/0/Coppice Potential,characteristics/0/Fall Conspicuous,characteristics/0/Fire Resistant,characteristics/0/Flower Color,characteristics/0/Flower Conspicuous,characteristics/0/Foliage Color,characteristics/0/Foliage Porosity Summer,characteristics/0/Foliage Porosity Winter,characteristics/0/Foliage Texture,characteristics/0/Fruit/Seed Color,characteristics/0/Fruit/Seed Conspicuous,characteristics/0/Growth Form,characteristics/0/Growth Rate,"characteristics/0/Height at 20 Years, Maximum (feet)","characteristics/0/Height, Mature (feet)",characteristics/0/Known Allelopath,characteristics/0/Leaf Retention,characteristics/0/Lifespan,characteristics/0/Low Growing Grass,characteristics/0/Nitrogen Fixation,characteristics/0/Resprout Ability,characteristics/0/Shape and Orientation,characteristics/0/Toxicity,characteristics/0/Adapted to Coarse Textured Soils,characteristics/0/Adapted to Fine Textured Soils,characteristics/0/Adapted to Medium Textured Soils,characteristics/0/Anaerobic Tolerance,characteristics/0/CaCO3 Tolerance,characteristics/0/Cold Stratification Required,characteristics/0/Drought Tolerance,characteristics/0/Fertility Requirement,characteristics/0/Fire Tolerance,"characteristics/0/Frost Free Days, Minimum",characteristics/0/Hedge Tolerance,characteristics/0/Moisture Use,"characteristics/0/pH, Maximum","characteristics/0/pH, Minimum","characteristics/0/Planting Density per Acre, Maximum","characteristics/0/Planting Density per Acre, Minimum","characteristics/0/Precipitation, Maximum","characteristics/0/Precipitation, Minimum","characteristics/0/Root Depth, Minimum (inches)",characteristics/0/Salinity Tolerance,characteristics/0/Shade Tolerance,"characteristics/0/Temperature, Minimum (°F)",characteristics/0/Bloom Period,characteristics/0/Commercial Availability,characteristics/0/Fruit/Seed Abundance,characteristics/0/Fruit/Seed Period Begin,characteristics/0/Fruit/Seed Period End,characteristics/0/Fruit/Seed Persistence,characteristics/0/Propagated by Bare Root,characteristics/0/Propagated by Bulb,characteristics/0/Propagated by Container,characteristics/0/Propagated by Corm,characteristics/0/Propagated by Cuttings,characteristics/0/Propagated by Seed,characteristics/0/Propagated by Sod,characteristics/0/Propagated by Sprigs,characteristics/0/Propagated by Tubers,characteristics/0/Seed per Pound,characteristics/0/Seed Spread Rate,characteristics/0/Seedling Vigor,characteristics/0/Small Grain,characteristics/0/Vegetative Spread Rate,characteristics/0/Berry/Nut/Seed Product,characteristics/0/Christmas Tree Product,characteristics/0/Fodder Product,characteristics/0/Fuelwood Product,characteristics/0/Lumber Product,characteristics/0/Naval Store Product,characteristics/0/Nursery Stock Product,characteristics/0/Palatable Browse Animal,characteristics/0/Palatable Human,characteristics/0/Post Product,characteristics/0/Pulpwood Product,characteristics/0/Veneer Product,characteristics/0/Protein Potential,characteristics/0/Palatable Graze Animal,Synonyms/0/Id,Synonyms/0/Symbol,Synonyms/0/ScientificName,Synonyms/0/ScientificNameComponents,Synonyms/0/CommonName,Synonyms/0/Group,Synonyms/0/RankId,Synonyms/0/Rank,Synonyms/0/Durations,Synonyms/0/GrowthHabits,Synonyms/0/NativeStatuses,Synonyms/0/MapCoordinates,Synonyms/0/PlantsDistributionResults,Synonyms/0/AcceptedId,Synonyms/0/OtherCommonNames,Synonyms/0/HasSynonyms,Synonyms/0/Synonyms/0,Synonyms/0/Ancestors,Synonyms/0/HasSubordinateTaxa,Synonyms/0/SubordinateTaxa,Synonyms/0/HasWildlife,Synonyms/0/Wildlife,Synonyms/0/HasWetlandData,Synonyms/0/WetlandData,Synonyms/0/HasImages,Synonyms/0/HasRelatedLinks,Synonyms/0/RelatedLinks,Synonyms/0/HasLegalStatuses,Synonyms/0/LegalStatuses,Synonyms/0/HasNoxiousStatuses,Synonyms/0/NoxiousStatuses,Synonyms/0/HasDocumentation,Synonyms/0/HasDistributionData,Synonyms/0/Documentation,Synonyms/0/PlantNotes,Synonyms/0/NumImages,Synonyms/0/ProfileImageFilename,Synonyms/0/ImageId,Synonyms/0/HasInvasiveStatuses,Synonyms/0/InvasiveStatuses,Synonyms/0/ProtectedStatuses,Synonyms/0/PlantGuideUrls,Synonyms/0/FactSheetUrls,Synonyms/0/HasCharacteristics,Synonyms/0/PlantLocationId,Synonyms/0/Characteristics,Synonyms/0/HasEthnobotany,Synonyms/0/Ethnobotanies,Synonyms/0/HasPollinator,Synonyms/0/Pollinators,Synonyms/0/ScientificSort,characteristics/0/After Harvest Regrowth Rate
23344,HECO10,&lt;i&gt;Heteropogon contortus&lt;/i&gt; (L.) P. Beauv. ex Roem. &amp; Schult.,,tanglehead,,0,,,,,,,23344,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,5,heco10_002_thp.jpg,0,false,,,,,false,0,,false,,false,,Heteropogon contortus (L.) P. Beauv. ex Roem. &amp; Schult.,Spring and Summer,None,Medium,No,No,No,Yellow,No,Green,Moderate,Porous,Medium,Brown,No,Bunch,Moderate,,0.7,No,No,Moderate,No,None,No,Erect,None,Yes,No,Yes,None,None,No,High,Low,High,210,None,Low,8.0,6.0,,,14,5,10,Low,Intolerant,7,Early Summer,Contracting Only,Low,Summer,Fall,No,No,No,No,No,No,Yes,No,No,No,630000,Slow,Medium,No,None,No,No,Yes,,No,No,No,Medium,No,No,No,No,Low,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slow
36562,HEVI4,&lt;i&gt;Heterotheca villosa&lt;/i&gt; (Pursh) Shinners,,hairy false goldenaster,,0,,,,,,,36562,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,7,hevi4_001_thp.jpg,0,false,,,,,false,0,,false,,false,,Heterotheca villosa (Pursh) Shinners,Spring and Summer,None,Medium,No,No,No,Yellow,Yes,Gray-Green,Moderate,Porous,Coarse,Brown,No,Multiple Stem,Moderate,,3.0,No,No,Short,No,None,No,Erect,None,Yes,No,Yes,None,Medium,No,Medium,Low,High,130,None,Low,7.5,6.0,,,26,10,14,Low,Intolerant,-33,Mid Summer,Field Collections Only,Medium,Summer,Fall,No,No,No,No,No,No,Yes,No,No,No,336500,Slow,Medium,No,None,No,No,No,,No,No,No,Low,No,No,No,No,Low,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
36595,HEVIV,&lt;i&gt;Heterotheca villosa&lt;/i&gt; (Pursh) Shinners var. &lt;i&gt;villosa &lt;/i&gt;,,hairy false goldenaster,,0,,,,,,,36595,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,1,chvi10_001_tvd.jpg,0,false,,,,,false,0,,false,,false,,Heterotheca villosa (Pursh) Shinners var. villosa,Spring and Summer,None,Medium,No,No,No,Yellow,Yes,Gray-Green,Porous,Porous,Coarse,Brown,No,Single Crown,Moderate,,4.5,No,No,Long,No,None,No,Erect,None,No,No,Yes,None,Low,No,Medium,Medium,High,120,None,Medium,7.8,5.0,,,40,14,14,Low,Intolerant,-38,Mid Summer,No Known Source,Medium,Summer,Fall,No,No,No,No,No,No,Yes,No,No,No,336500,Moderate,Medium,No,None,No,No,No,,No,No,No,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slow
91966,HECY2,&lt;i&gt;Heuchera cylindrica&lt;/i&gt; Douglas ex Hook.,,roundleaf alumroot,,0,,,,,,,91966,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,3,hecy2_001_tvp.jpg,0,false,,,,,false,0,,false,,false,,Heuchera cylindrica Douglas ex Hook.,Spring and Summer,None,Medium,No,No,No,White,Yes,Green,Porous,Porous,Medium,Brown,No,Single Crown,Rapid,,6.0,No,No,Short,No,None,No,Rounded,None,Yes,No,No,None,Low,Yes,High,Low,High,120,High,Low,8.0,7.0,,,35,10,6,None,Intermediate,-13,Mid Spring,Contracting Only,Low,Summer,Fall,No,No,No,Yes,No,No,Yes,No,No,No,7616938,Moderate,High,No,Rapid,No,No,No,,No,No,No,Low,No,No,No,No,Medium,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rapid
92051,HESA3,&lt;i&gt;Heuchera sanguinea&lt;/i&gt; Engelm.,,coralbells,,0,,,,,,,92051,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,3,hesa3_001_tvp.jpg,0,false,,,,,false,0,,false,,false,,Heuchera sanguinea Engelm.,"Spring, Summer, Fall",None,Medium,No,Yes,No,Red,Yes,Green,Porous,Porous,Medium,Brown,No,Single Crown,Moderate,,1.5,No,No,Long,No,None,No,Semi-Erect,None,Yes,No,Yes,None,Medium,No,Low,Medium,Medium,145,None,Medium,8.0,5.2,11000,2700,55,12,10,None,Intermediate,-23,Mid Spring,Routinely Available,Medium,Summer,Fall,No,No,No,Yes,No,No,Yes,No,Yes,No,,Slow,Low,No,Slow,No,No,No,,No,No,Yes,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slow
65989,HIAC,&lt;i&gt;Hibiscus aculeatus&lt;/i&gt; Walter,,comfortroot,,0,,,,,,,65989,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,5,hiac_001_tvp.jpg,0,false,,,,,false,0,,false,,false,,Hibiscus aculeatus Walter,Summer,Low,Medium,No,No,No,White,Yes,Green,Moderate,Porous,Coarse,Green,Yes,Stoloniferous,Rapid,,3.0,No,No,Short,No,None,No,Erect,None,No,Yes,Yes,High,High,No,Medium,Medium,Medium,260,High,Medium,8.5,6.0,2560,640,160,30,12,None,Intolerant,15,Summer,,Medium,Summer,Fall,Yes,No,No,Yes,No,No,Yes,No,No,No,7600,Moderate,High,No,Slow,No,No,No,,No,No,Yes,Medium,Yes,No,No,No,Medium,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rapid
66037,HILA2,&lt;i&gt;Hibiscus laevis&lt;/i&gt; All.,,halberdleaf rosemallow,,0,,,,,,,66037,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,9,hila2_001_tvp.jpg,0,false,,,,,false,0,,false,,false,,Hibiscus laevis All.,"Spring, Summer, Fall",None,Medium,No,No,No,Purple,Yes,Green,Moderate,Porous,Coarse,Brown,No,Multiple Stem,Moderate,,8.0,No,No,Moderate,No,None,No,Erect,None,No,Yes,Yes,High,Low,No,Low,Medium,High,140,None,High,7.2,5.5,2700,1700,60,32,12,None,Intermediate,-13,Mid Summer,Routinely Available,Medium,Summer,Fall,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Slow,Low,No,None,No,No,No,,No,No,Yes,Low,No,No,No,No,Low,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66050,HIMO,&lt;i&gt;Hibiscus moscheutos&lt;/i&gt; L.,,crimsoneyed rosemallow,,0,,,,,,,66050,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,17,hima6_001_tvp.jpg,0,false,,,,,false,0,,false,,false,,Hibiscus moscheutos L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36603,HIAL2,&lt;i&gt;Hieracium albiflorum&lt;/i&gt; Hook.,,white hawkweed,,0,,,,,,,36603,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,2,hial2_001_tvp.jpg,0,false,,,,,false,0,,false,,false,,Hieracium albiflorum Hook.,Spring and Summer,None,Medium,No,No,No,White,Yes,Gray-Green,Porous,Porous,Coarse,Brown,No,Bunch,Moderate,,3.0,No,No,Moderate,No,None,No,Erect,None,No,No,Yes,None,Medium,No,High,Medium,High,120,None,Low,7.8,6.5,,,30,10,12,None,Intermediate,-33,Late Spring,No Known Source,Low,Summer,Summer,No,No,No,No,No,No,Yes,No,No,No,2250000,Moderate,Medium,No,Moderate,No,No,No,,No,No,No,Medium,No,No,No,No,,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slow
36730,HISC2,&lt;i&gt;Hieracium scouleri&lt;/i&gt; Hook.,,Scouler's woollyweed,,0,,,,,,,36730,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,3,hisc2_001_thp.jpg,0,false,,,,,false,0,,false,,false,,Hieracium scouleri Hook.,Spring and Summer,None,Medium,No,No,No,Orange,No,Gray-Green,Porous,Porous,Coarse,Brown,Yes,Bunch,Moderate,,2.0,No,No,Moderate,No,None,No,Erect,None,No,No,Yes,None,Low,No,High,Low,Medium,120,None,Medium,7.8,6.5,,,30,14,12,Low,Intolerant,-33,Late Spring,No Known Source,Low,Summer,Summer,No,No,No,No,No,No,Yes,No,No,No,2225000,Moderate,Medium,No,Moderate,No,No,Yes,,No,No,No,Low,No,No,No,No,Low,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slow
23359,HIOD,&lt;i&gt;Hierochloe odorata&lt;/i&gt; (L.) P. Beauv.,,sweetgrass,,0,,,,,,,23359,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,4,hiod_001_tvp.jpg,0,false,,,,,false,0,,false,,false,,Hierochloe odorata (L.) P. Beauv.,"Spring, Summer, Fall",None,Medium,No,No,No,Yellow,No,Gray-Green,Porous,Porous,Medium,Black,No,Bunch,Moderate,,2.0,No,No,Moderate,No,None,No,Semi-Erect,None,Yes,No,Yes,Medium,Medium,No,Low,Medium,High,130,None,High,7.4,5.7,,,50,16,12,Medium,Intermediate,-38,Mid Summer,Routinely Available,High,Summer,Fall,No,No,No,No,No,No,Yes,No,No,No,110000,Slow,Low,No,None,No,No,Yes,,No,No,No,Medium,No,No,No,No,Low,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
23373,HIBE,&lt;i&gt;Hilaria belangeri&lt;/i&gt; (Steud.) Nash,,curly-mesquite,,0,,,,,,,23373,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,1,hibe_001_tvd.jpg,0,false,,,,,false,0,,false,,false,,Hilaria belangeri (Steud.) Nash,Spring and Summer,None,Medium,No,No,No,Yellow,No,Green,Moderate,Porous,Fine,Brown,No,Stoloniferous,Moderate,,0.8,No,No,Moderate,No,None,No,Semi-Erect,None,Yes,Yes,Yes,None,None,No,High,Low,High,220,None,Low,8.0,6.0,,,12,5,12,Low,Intolerant,12,Late Spring,Field Collections Only,Low,Summer,Summer,No,No,No,No,No,No,Yes,No,Yes,No,269000,Moderate,Medium,No,Slow,No,No,Yes,,No,No,No,High,No,No,No,No,Medium,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slow
87003,HIRH80,&lt;i&gt;Hippophae rhamnoides&lt;/i&gt; L.,,seaberry,,0,,,,,,,87003,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,7,hirh80_001_tvp.jpg,0,false,,,,,false,0,,false,,false,,Hippophae rhamnoides L.,Spring and Summer,None,High,Yes,Yes,No,Yellow,Yes,White-Gray,Dense,Moderate,Coarse,Orange,Yes,Multiple Stem,Rapid,18,18.0,No,No,Moderate,No,Medium,Yes,Semi-Erect,None,Yes,No,Yes,Low,High,No,Medium,Low,High,100,High,Low,8.0,6.5,2700,1200,50,26,18,Medium,Intolerant,-38,Spring,Routinely Available,High,Summer,Fall,Yes,Yes,No,Yes,No,No,Yes,No,No,No,42000,Moderate,High,No,Rapid,Yes,No,No,,No,No,Yes,Low,No,No,No,No,Medium,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41962,HIVU2,&lt;i&gt;Hippuris vulgaris&lt;/i&gt; L.,,common mare's-tail,,0,,,,,,,41962,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,8,hivu2_002_tvp.jpg,0,false,,,,,false,0,,false,,false,,Hippuris vulgaris L.,Spring and Summer,None,High,No,No,Yes,Green,No,Green,Porous,Porous,Fine,Brown,No,Rhizomatous,Rapid,,2.8,No,No,Long,No,None,No,Erect,None,Yes,Yes,Yes,High,Low,No,None,Medium,High,120,None,High,7.0,4.8,4800,2700,55,14,10,None,Intolerant,-38,Late Spring,No Known Source,Low,Summer,Fall,No,No,No,No,No,No,Yes,No,Yes,No,600000,Slow,Low,No,Rapid,No,No,No,,No,No,No,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slow
23380,HOLA,&lt;i&gt;Holcus lanatus&lt;/i&gt; L.,,common velvetgrass,,0,,,,,,,23380,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,7,hola_001_tvp.jpg,0,false,,,,,false,0,,false,,false,,Holcus lanatus L.,Spring,None,,No,No,No,Green,No,White-Gray,Moderate,Porous,Fine,Yellow,No,Multiple Stem,Moderate,,3.3,No,No,Short,Yes,None,No,Erect,None,Yes,No,Yes,None,Low,No,Medium,Low,None,120,None,Low,7.0,4.0,19360,10912,65,20,4,None,Intermediate,-23,Summer,Routinely Available,Medium,Summer,Fall,No,No,No,No,No,No,Yes,No,No,No,1520960,Slow,Medium,No,None,No,No,No,,No,No,No,Low,No,No,No,No,,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slow
89868,HODI,&lt;i&gt;Holodiscus discolor&lt;/i&gt; (Pursh) Maxim.,,oceanspray,,0,,,,,,,89868,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,11,hodi_001_tvp.jpg,0,false,,,,,false,0,,false,,false,,Holodiscus discolor (Pursh) Maxim.,"Spring, Summer, Fall",None,Medium,Yes,No,No,White,Yes,Green,Moderate,Porous,Medium,Brown,No,Multiple Stem,Moderate,3,12.0,No,No,Moderate,No,None,Yes,Erect,None,Yes,Yes,Yes,Medium,Low,Yes,Low,Low,Medium,250,High,High,7.5,6.5,600,300,24,9,12,None,Intolerant,7,Late Summer,Contracting Only,Medium,Summer,Fall,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,5307000,Moderate,Medium,No,Rapid,No,No,No,,No,No,Yes,Medium,No,No,No,No,Medium,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89886,HODU,&lt;i&gt;Holodiscus dumosus&lt;/i&gt; (Nutt. ex Hook.) A. Heller,,rockspirea,,0,,,,,,,89886,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,11,hodu_001_tvp.jpg,0,false,,,,,false,0,,false,,false,,Holodiscus dumosus (Nutt. ex Hook.) A. Heller,Summer and Fall,None,Medium,Yes,No,No,White,Yes,Dark Green,Moderate,Porous,Medium,Brown,No,Thicket Forming,Moderate,2,3.0,No,No,Moderate,No,None,Yes,Rounded,None,Yes,No,Yes,None,High,Yes,High,Low,Medium,120,High,Low,8.0,7.0,600,300,35,10,12,None,Intolerant,-23,Late Summer,Contracting Only,Medium,Summer,Fall,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,5000000,Moderate,Medium,No,Rapid,No,No,No,,No,No,Yes,Medium,No,No,No,No,Medium,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23393,HOBR2,&lt;i&gt;Hordeum brachyantherum&lt;/i&gt; Nevski,,meadow barley,,0,,,,,,,23393,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,3,hobr2_001_tvp.jpg,0,false,,,,,false,0,,false,,false,,Hordeum brachyantherum Nevski,Spring and Summer,None,Medium,No,No,No,Yellow,No,Green,Moderate,Porous,Medium,Brown,No,Bunch,Moderate,,2.0,No,No,Moderate,No,None,No,Semi-Erect,None,Yes,Yes,Yes,High,Medium,No,Medium,Low,High,100,None,Medium,8.5,6.0,,,80,20,6,Medium,Intolerant,-43,Early Summer,Routinely Available,Medium,Summer,Fall,No,No,No,No,No,No,Yes,No,No,No,30000,Slow,Medium,No,None,No,No,No,,No,No,No,Low,No,No,No,No,Low,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slow
23402,HOBRC2,"&lt;i&gt;Hordeum brachyantherum&lt;/i&gt; Nevski ssp. &lt;i&gt;californicum&lt;/i&gt; (Covas &amp; Stebbins) Bothmer, N. Jacobsen &amp; Seberg",,California barley,,0,,,,,,,23402,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,0,,0,false,,,,,false,0,,false,,false,,"Hordeum brachyantherum Nevski ssp. californicum (Covas &amp; Stebbins) Bothmer, N. Jacobsen &amp; Seberg",Spring,None,Medium,No,No,No,Yellow,No,Green,Porous,Porous,Medium,Brown,No,Bunch,Slow,,1.6,No,No,Short,No,None,No,Erect,None,Yes,Yes,Yes,None,Low,No,Medium,Low,High,180,None,Low,8.0,5.8,,,24,14,10,Low,Intolerant,-3,Mid Spring,Contracting Only,Low,Spring,Summer,No,No,No,No,No,No,Yes,No,No,No,30000,Slow,Low,No,None,No,No,Yes,,No,No,No,Low,No,No,No,No,Low,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slow
23439,HOPU,&lt;i&gt;Hordeum pusillum&lt;/i&gt; Nutt.,,little barley,,0,,,,,,,23439,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,6,hopu_002_tvp.jpg,0,false,,,,,false,0,,false,,false,,Hordeum pusillum Nutt.,Spring,None,Low,No,No,No,Yellow,No,Green,Moderate,Porous,Medium,Brown,No,Bunch,Rapid,,1.2,No,No,,No,None,No,Erect,None,No,Yes,Yes,Medium,Medium,No,Low,Low,None,80,None,Medium,8.0,6.2,,,60,10,8,Medium,Intolerant,32,Late Spring,No Known Source,Medium,Spring,Summer,No,No,No,No,No,No,Yes,No,No,No,30000,Moderate,High,No,None,No,No,No,,No,No,No,Low,No,No,No,No,Low,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23447,HOVU,&lt;i&gt;Hordeum vulgare&lt;/i&gt; L.,,common barley,,0,,,,,,,23447,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,5,hovu_002_thp.jpg,0,false,,,,,false,0,,false,,false,,Hordeum vulgare L.,"Fall, Winter and Spring",None,Low,No,No,No,Yellow,No,Green,Moderate,Porous,Fine,Brown,No,Bunch,Rapid,,2.5,No,No,,No,None,No,Erect,None,No,No,Yes,Low,High,No,Low,Medium,Low,200,None,Medium,8.5,5.0,,,100,12,10,High,Intolerant,-43,Late Winter,Routinely Available,High,Spring,Spring,No,No,No,No,No,No,Yes,No,No,No,13600,Moderate,High,Yes,None,No,No,Yes,,No,No,No,Medium,Yes,No,No,No,Low,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
68790,HUTO,&lt;i&gt;Hudsonia tomentosa&lt;/i&gt; Nutt.,,woolly beachheather,,0,,,,,,,68790,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,3,huto_002_thp.jpg,0,false,,,,,false,0,,false,,false,,Hudsonia tomentosa Nutt.,Spring and Summer,None,High,No,Yes,Yes,Yellow,Yes,Gray-Green,Dense,Dense,Fine,Brown,No,Multiple Stem,Slow,,1.0,No,No,Long,No,None,No,Decumbent,None,Yes,No,No,None,High,Yes,High,Low,Medium,170,None,Low,6.9,5.5,1200,700,55,35,26,High,Intolerant,-13,Late Spring,Routinely Available,Low,Summer,Fall,No,Yes,No,Yes,No,Yes,Yes,No,No,No,,Slow,Low,No,None,No,No,No,,No,No,Yes,Low,No,No,No,No,Low,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76321,HUCR,&lt;i&gt;Hura crepitans&lt;/i&gt; L.,,sandbox tree,,0,,,,,,,76321,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,10,hucr_001_thp.jpg,0,false,,,,,false,0,,false,,false,,Hura crepitans L.,Spring,None,,No,No,No,Red,Yes,Green,Dense,Moderate,Coarse,Brown,Yes,Single Crown,Rapid,40,70.0,No,No,,No,None,No,Rounded,Severe,Yes,Yes,Yes,,,No,Low,Medium,,365,Low,,8.0,6.0,640,320,150,35,36,,Tolerant,32,Spring,,,Fall,Winter,Yes,No,No,No,No,Yes,Yes,No,No,No,,,,No,,No,No,No,Medium,Yes,No,No,Low,No,Yes,Yes,Yes,Low,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88406,HYMA7,&lt;i&gt;Hydrangea macrophylla&lt;/i&gt; (Thunb.) Ser.,,French hydrangea,,0,,,,,,,88406,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,0,,0,false,,,,,false,0,,false,,false,,Hydrangea macrophylla (Thunb.) Ser.,Spring and Summer,None,High,No,No,No,Blue,Yes,Green,Moderate,Porous,Coarse,,No,Multiple Stem,Rapid,4,4.0,No,No,Moderate,No,None,Yes,Semi-Erect,None,Yes,Yes,Yes,None,None,Yes,Medium,Medium,None,145,Medium,Low,8.0,4.5,2700,1700,55,35,12,None,Tolerant,-13,Indeterminate,Routinely Available,,Summer,Fall,No,Yes,No,Yes,No,Yes,No,No,No,No,,,,No,None,No,No,No,,No,No,Yes,Low,No,No,No,No,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88408,HYQU3,&lt;i&gt;Hydrangea quercifolia&lt;/i&gt; W. Bartram,,oakleaf hydrangea,,0,,,,,,,88408,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,11,hyqu3_001_thp.jpg,0,false,,,,,false,0,,false,,false,,Hydrangea quercifolia W. Bartram,Spring and Summer,None,High,No,Yes,No,White,Yes,Green,Moderate,Porous,Coarse,Brown,No,Multiple Stem,Rapid,6,6.0,No,No,Moderate,No,None,Yes,Semi-Erect,None,Yes,Yes,Yes,None,Medium,No,Medium,Medium,Medium,165,Medium,Medium,7.5,4.6,1700,1200,60,32,14,None,Intolerant,-3,Late Spring,No Known Source,Medium,Summer,Fall,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Slow,Medium,No,None,No,No,No,,No,No,Yes,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
